Date,AAPL,AMZN,DAID,FBBK,MSFT,TSLA,TWTR
2016-08-24,25.328732000000002,757.25,48.660393,123.480003,53.617008,44.523998,18.25
2016-08-25,25.220876999999998,759.219971,47.916233,123.889999,53.820556999999994,44.192001,18.32
2016-08-26,25.073166,769.0,48.331398,124.959999,53.691021,43.998001,18.299999
2016-08-29,25.045029,771.289978,47.963234,126.540001,53.75579499999999,43.040001000000004,18.469998999999998
2016-08-30,24.852774,767.580017,48.809235,125.839996,53.561489,42.268002,18.379998999999998
2016-08-31,24.876219,769.159973,48.629065999999995,126.120003,53.163647,42.402,19.209999
2016-09-01,25.023932000000002,770.619995,48.331398,126.16999799999999,53.283928,40.153999,19.5
2016-09-02,25.258387,772.4400019999999,49.240063,126.510002,53.357941000000004,39.556,19.549999
2016-09-06,25.251358,788.869995,49.5769,129.729996,53.302429000000004,40.566002000000005,19.93
2016-09-07,25.406098999999998,784.47998,50.266220000000004,131.050003,53.348698,40.341999,19.870001000000002
2016-09-08,24.740231,784.0599980000001,49.937225,130.270004,53.13588299999999,39.472,18.700001
2016-09-09,24.179869,760.1400150000001,49.710052000000005,127.099998,52.007107,38.894001,18.110001
2016-09-12,24.721478,771.48999,48.87973,128.690002,52.784293999999996,39.66,18.15
2016-09-13,25.309975,761.01001,48.480232,127.209999,52.303181,39.209998999999996,17.76
2016-09-14,26.205605,761.090027,48.198231,127.769997,52.053368,39.282001,18.08
2016-09-15,27.096553999999998,769.6900019999999,48.433234999999996,128.350006,52.913821999999996,40.084,18.299999
2016-09-16,26.944159000000003,778.52002,47.320908,129.070007,52.969341,41.080002,19.110001
2016-09-19,26.629978,775.099976,48.041565000000006,128.649994,52.673275,41.268002,18.360001
2016-09-20,26.627636,780.219971,47.861404,128.639999,52.562252,40.928001,18.389999
2016-09-21,26.622947999999997,789.73999,48.260902,129.940002,53.441204000000006,41.043999,18.49
2016-09-22,26.873821000000003,804.700012,49.678722,130.080002,53.496731000000004,41.285999,18.629998999999998
2016-09-23,26.426003,805.75,49.757065000000004,127.959999,53.13588299999999,41.490002000000004,22.620001000000002
2016-09-26,26.465858,799.159973,48.472396999999994,127.309998,52.645515,41.798,23.370001000000002
2016-09-27,26.515095000000002,816.1099849999999,48.17474,128.690002,53.617008,41.161999,23.719998999999998
2016-09-28,26.716732,828.719971,48.6134,129.229996,53.691021,41.254002,22.959999
2016-09-29,26.301737,829.049988,48.644729999999996,128.08999599999999,53.108124,40.139998999999996,23.01
2016-09-30,26.505722,837.3099980000001,49.122562,128.270004,53.293175,40.806,23.049999
2016-10-04,26.493996000000003,834.030029,50.42289,128.190002,52.96009399999999,42.282001,23.52
2016-10-05,26.505722,844.3599849999999,50.665721999999995,128.470001,53.330185,41.692001,24.870001000000002
2016-10-06,26.702666999999998,841.659973,50.407219,128.740005,53.422718,40.200001,19.870001000000002
2016-10-07,26.742517,839.429993,50.031223,128.990005,53.478221999999995,39.321999,19.85
2016-10-10,27.209099,841.7100220000001,50.618725,130.240005,53.700287,40.189999,17.559998999999998
2016-10-11,27.267715000000003,831.0,50.454223999999996,128.880005,52.913821999999996,40.02,18.0
2016-10-12,27.511551,834.090027,50.227062,129.050003,52.839817000000004,40.301998,18.049999
2016-10-13,27.427146999999998,829.280029,49.506393,127.82,52.664021,40.048,17.790001
